Summeringsnivå 1;Summeringsnivå 2;Summeringsnivå 3;Arbetsplatskod;Arbetsplatsens namn
FTV VGR;HSN 24 Södra;Specialisttandvård;14806267007;Sjukhustandvården Alingsås
FTV VGR;HSN 24 Södra;Specialisttandvård;14808267002;Ortodonti Borås
FTV VGR;HSN 24 Södra;Specialisttandvård;14808267003;Ortodontilab Borås
FTV VGR;HSN 24 Södra;Specialisttandvård;14808267004;Parodontologi Borås
FTV VGR;HSN 24 Södra;Specialisttandvård;1480826700461;Parodontologi Borås
FTV VGR;HSN 24 Södra;Specialisttandvård;14808267005;Protetik Borås
FTV VGR;HSN 24 Södra;Specialisttandvård;14808267007;Sjukhustandvård Alingsås/Borås
FTV VGR;HSN 24 Södra;Specialisttandvård;14808267008;Endodonti Borås
FTV VGR;HSN 24 Södra;Specialisttandvård;14808267009;Pedodonti Borås
FTV VGR;HSN 24 Södra;Specialisttandvård;14808267010;Bettfysiologi, Borås
FTV VGR;HSN 24 Södra;Specialisttandvård;14808267011;Käkkirurgi, Borås
FTV VGR;HSN 25 Östra;Allmäntandvård;14809161040;Falköping-Stenstorp FTV
FTV VGR;HSN 25 Östra;Allmäntandvård;14809161041;Floby, FTV
FTV VGR;HSN 25 Östra;Allmäntandvård;14809161042;Stenstorp FTV
FTV VGR;HSN 25 Östra;Allmäntandvård;14809161043;Skara, FTV
FTV VGR;HSN 25 Östra;Allmäntandvård;14809161044;Götene- Källby FTV
FTV VGR;HSN 25 Östra;Allmäntandvård;14809161540;Rörstrand, FTV
FTV VGR;HSN 25 Östra;Allmäntandvård;14809161542;Magasinsgatan, FTV
FTV VGR;HSN 25 Östra;Allmäntandvård;14809161543;Vara- Grästorp, FTV
FTV VGR;HSN 25 Östra;Allmäntandvård;14809161544;Nossebro, FTV
FTV VGR;HSN 25 Östra;Allmäntandvård;14809161545;Grästorp, FTV
FTV VGR;HSN 25 Östra;Allmäntandvård;14809163003;Helgjour Öster Falköping/Magasinsga
FTV VGR;HSN 25 Östra;Allmäntandvård;14810160040;Mariestad FTV
FTV VGR;HSN 25 Östra;Allmäntandvård;14810160041;Sjukhuset,FTV
FTV VGR;HSN 25 Östra;Allmäntandvård;14810160042;Gullspång FTV
FTV VGR;HSN 25 Östra;Allmäntandvård;14810160043;Karlsborg, FTV
FTV VGR;HSN 25 Östra;Allmäntandvård;14810160044;Töreboda- Gullspång FTV
FTV VGR;HSN 25 Östra;Allmäntandvård;14810160540;Hjo, FTV
FTV VGR;HSN 25 Östra;Allmäntandvård;14810160541;Tibro, FTV
FTV VGR;HSN 25 Östra;Allmäntandvård;14810160542;Tidaholm, FTV
FTV VGR;HSN 25 Östra;Allmäntandvård;14810160543;Trädgårdsgatan Skövde, FTV
FTV VGR;HSN 25 Östra;Allmäntandvård;14810160544;Ryd. FTV
FTV VGR;HSN 25 Östra;Allmäntandvård;14810160545;Skultorp, FTV
FTV VGR;HSN 25 Östra;Allmäntandvård;14810160546;Stöpen, FTV
FTV VGR;HSN 25 Östra;Allmäntandvård;14810160547;Billingen, FTV
FTV VGR;HSN 25 Östra;Allmäntandvård;14810163003;Helgjour Öster Bråten/ Södra Ryd
FTV VGR;HSN 25 Östra;Allmäntandvård;14810363003;Helgjour Skövde
FTV VGR;HSN 25 Östra;Specialisttandvård;148090262000;Tandreglering Falköping
FTV VGR;HSN 25 Östra;Specialisttandvård;14809262000;Tandreglering Falköping
FTV VGR;HSN 25 Östra;Specialisttandvård;14809262001;Ortodonti Lidköping
FTV VGR;HSN 25 Östra;Specialisttandvård;14809287100;Sjukhustandvården i Falköping, Lidk
FTV VGR;HSN 25 Östra;Specialisttandvård;14810262002;Ortodonti Skövde
FTV VGR;HSN 25 Östra;Specialisttandvård;14810262103;Parodontologi Skövde
FTV VGR;HSN 25 Östra;Specialisttandvård;14810262104;Endodontologi Skövde
FTV VGR;HSN 25 Östra;Specialisttandvård;14810262105;Bettfysiologi, Skövde
FTV VGR;HSN 25 Östra;Specialisttandvård;14810262206;Protetik Skövde
FTV VGR;HSN 25 Östra;Specialisttandvård;14810262207;Pedodonti Skövde
FTV VGR;HSN 25 Östra;Specialisttandvård;14810287100;Sjukhustandvården - Skövde, Mariest
Handikappförvaltningen;Handiakppförv Söder;Habiliteringen Söder, Borås;14134200;Habiliteringen Södra Älvsborg
Handikappförvaltningen;Handiakppförv Söder;Habiliteringen Söder, Borås;14134221;Vuxenhabiliteringen/RH Unga Södra Ä
Handikappförvaltningen;Handikappförv Norr;Habiliteringen Norr, Vänersbor;14134300;Habiliteringen Fyrbodal
Handikappförvaltningen;Handikappförv Väster;Habiliteringen Väster, Götebor;14134400;Habiliteringen Göteborg och Södra B
Handikappförvaltningen;Handikappförv Väster;Habiliteringen Väster, Götebor;14134412;Barnteam Centrum
Handikappförvaltningen;Handikappförv Väster;Habiliteringen Väster, Götebor;1413441201;Syncentralen Göteborg och Södra Boh
Handikappförvaltningen;Handikappförv Väster;Habiliteringen Väster, Götebor;14134413;Vuxenteam Centrum
Handikappförvaltningen;Handikappförv Väster;Habiliteringen Väster, Götebor;14134422;Habiliteringen Lundbystrands
Handikappförvaltningen;Handikappförv Väster;Habiliteringen Väster, Götebor;14134423;Vuxenteam Gamlestaden
Handikappförvaltningen;Handikappförv Väster;Habiliteringen Väster, Götebor;14134432;Barn- och ungdomshabiliteringen Frö
Handikappförvaltningen;Handikappförv Väster;Habiliteringen Väster, Götebor;14134433;Vuxenteam Frölunda
Handikappförvaltningen;Handikappförv Väster;Habiliteringen Väster, Götebor;14134442;Barnteam Älvstranden
Handikappförvaltningen;Handikappförv Väster;Habiliteringen Väster, Götebor;14134443;Vuxenhabiliteringen
Handikappförvaltningen;Handikappförv Väster;Habiliteringen Väster, Götebor;14134452;Barnteam Mölndal
Handikappförvaltningen;Handikappförv Väster;Habiliteringen Väster, Götebor;14134453;Vuxenteam Mölndal
Handikappförvaltningen;Handikappförv Väster;Habiliteringen Väster, Götebor;14134462;Barn- och Ungdomshabiliteringen Kun
Handikappförvaltningen;Handikappförv Väster;Habiliteringen Väster, Götebor;14134463;Vuxenteam Kungälv
Handikappförvaltningen;Handikappförv Öster;Habiliteringen Öster, Skövde;14134100;Barn- o ungdomshabiliteringen Skara
Handikappförvaltningen;Handikappförv Öster;Habiliteringen Öster, Skövde;14134121;Vuxenhabiliteringen Skaraborg
HSN 21 Norra;Avtal, allmänläk;Allmänmedicin;141481310501;Villa Qrera vårdcentral
HSN 21 Norra;Avtal, allmänläk;Allmänmedicin;141481310502;Läkarhuset Orust, allmänmed, avtal
HSN 21 Norra;Avtal, allmänläk;Allmänmedicin;1414813105021;Läkarhuset Orust, allmänmed, avtal
HSN 21 Norra;Avtal, allmänläk;Allmänmedicin;1414813201;Privatläkare,enl avtal,övr spec
HSN 21 Norra;Avtal, allmänläk;Allmänmedicin;1414813205;Privatläkare, enl avtal,allmänmed
HSN 21 Norra;Avtal, allmänläk;Allmänmedicin;14152231510;Privata Vårdgivare
HSN 21 Norra;Avtal, allmänläk;Allmänmedicin;14811207;VC Maria Albert
HSN 21 Norra;Avtal, allmänläk;Allmänmedicin;14811208;VC Hjorten
HSN 21 Norra;Avtal, allmänläk;Allmänmedicin;14811209;VC Stavre
HSN 21 Norra;Avtal, allmänläk;Allmänmedicin;14811210;Uddevalla nya vårdcentral
HSN 21 Norra;Avtal, allmänläk;Allmänmedicin;14811211;Silentzvägen VC
HSN 21 Norra;Avtal, allmänläk;Allmänmedicin;14811212;Orust Nya Närsjukvård
HSN 21 Norra;Avtal, allmänläk;Allmänmedicin;14811213;Stavre Vc Medpro
HSN 21 Norra;Avtal, allmänläk;Allmänmedicin;14811214;Hjortens Vc Achima
HSN 21 Norra;Avtal, allmänläk;Allmänmedicin;14811215;Maria Albert Vårdcentral
HSN 21 Norra;Avtal, allmänläk;Allmänmedicin;14811216;OLSAB
HSN 21 Norra;Avtal, allmänläk;Allmänmedicin;14813201;Privatläkare, enl avtal, övr spec
HSN 21 Norra;Avtal, specialist läk;Anestesi och intensivvård;1470303;PL Barnmedicin med avtal eller taxa
HSN 21 Norra;Avtal, specialist läk;Barnmedicin;14703032514;Mats Eriksson
HSN 21 Norra;Avtal, specialist läk;Gynekologi;1470107;PL Gyn Obstr med avtal eller taxa i
HSN 21 Norra;Avtal, specialist läk;Gynekologi;1470307;PL Gyn Obstr med avtal eller taxa i
HSN 21 Norra;Avtal, specialist läk;Gynekologi;14703072522;Mor _ Dotter. Peter Jensen
HSN 21 Norra;Avtal, specialist läk;Gynekologi;14703072542;Margareta Nabrink
HSN 21 Norra;Avtal, specialist läk;Gynekologi;14703072543;Liva Gynekologmottagning
HSN 21 Norra;Avtal, specialist läk;Hud;14701012;Lorens Ek
HSN 21 Norra;Avtal, specialist läk;Hud;147010123;Barnmottagning Dalsland
HSN 21 Norra;Avtal, specialist läk;Hud;147010124;Logopedi mottagning Dalsland
HSN 21 Norra;Avtal, specialist läk;Hud;147010125;ÖNH mottagning Dalsland
HSN 21 Norra;Avtal, specialist läk;Hud;147010126;Ögonmottagning Dalsland
HSN 21 Norra;Avtal, specialist läk;Hud;147010127;Hjärtmottagning Dalsland
HSN 21 Norra;Avtal, specialist läk;Hud;147010128;Diabetes och endokrinologimottagnin
HSN 21 Norra;Avtal, specialist läk;Hud;147010129;Gynekologisk mottagning Dalsland
HSN 21 Norra;Avtal, specialist läk;Hud;147010130;Hudmottagning Dalslands Sjukhus
HSN 21 Norra;Avtal, specialist läk;Ortopedi;1470311;PL ortopedi med avtal eller taxa i
HSN 21 Norra;Avtal, specialist läk;Psykiatri;14701013;Carema Psykiatri Munkedal/Sotenäs
HSN 21 Norra;Avtal, specialist läk;Psykiatri;14701014;Carema Psykiatri Lysekil
HSN 21 Norra;Avtal, specialist läk;Psykiatri;1470103501;Evidens Care Lysekil
HSN 21 Norra;Avtal, specialist läk;Psykiatri;1470103502;Evidens Care Munkedal
HSN 21 Norra;Avtal, specialist läk;Psykiatri;1470103550;Evidens Care Munkedal
HSN 21 Norra;Avtal, specialist läk;Psykiatri;1470103551;Evidens Care Sotenäs
HSN 21 Norra;Avtal, specialist läk;Psykiatri;14701081;Psykiatriska Teamet Lysekil AB
HSN 21 Norra;Avtal, specialist läk;Psykiatri;14703082034;Bo Ahlberg
HSN 21 Norra;Avtal, specialist läk;Reumatologi;14701103531;Eva Purinszky
HSN 21 Norra;Avtal, specialist läk;Ögon;1470109;PL Ögon med avtal el taxa i n1
HSN 21 Norra;Avtal, specialist läk;Ögon;14701093543;Clas-Peter Lindhé
HSN 21 Norra;Avtal, specialist läk;Ögon;14701093544;Barnmottagning Lysekil
HSN 21 Norra;Avtal, specialist läk;Ögon;14701093545;Barnmottagning Strömstad
HSN 21 Norra;Avtal, specialist läk;Ögon;14701093546;Logopedi mottagning Lysekil
HSN 21 Norra;Avtal, specialist läk;Ögon;14701093547;Logopedi mottagning Strömstad
HSN 21 Norra;Avtal, specialist läk;Ögon;14701093548;ÖNH mottagning Lysekil
HSN 21 Norra;Avtal, specialist läk;Ögon;14701093549;ÖNH mottagning Strömstad
HSN 21 Norra;Avtal, specialist läk;Ögon;14701093550;Ögonmottagning Strömstad
HSN 21 Norra;Avtal, specialist läk;Ögon;14701093551;Ögonmottagning Lysekil
HSN 21 Norra;Avtal, specialist läk;Ögon;14701093552;Hjärtmottagning Strömstad
HSN 21 Norra;Avtal, specialist läk;Ögon;14701093553;Hjärtmottagning Lysekil
HSN 21 Norra;Avtal, specialist läk;Ögon;14701093554;Diabetes och endokrinologiskmottagn
HSN 21 Norra;Avtal, specialist läk;Ögon;14701093555;Diabetes och endokrinologimottagnin
HSN 21 Norra;Avtal, specialist läk;Ögon;14701093556;Gynekologisk mottagning Lysekil
HSN 21 Norra;Avtal, specialist läk;Ögon;14701093557;Gynekologisk mottagning Strömstad
HSN 21 Norra;Avtal, specialist läk;Ögon;1470309;PL Ögon med avtal el taxa i n3
HSN 21 Norra;Avtal, specialist läk;Ögon;14703093508;Peter Hall
HSN 21 Norra;Avtal, specialist läk;Öron- näs och hals;1470310;Pl Öron-näs hals med avtal eller ta
HSN 21 Norra;Komm och statl vårdgivare;Kommunala distriktssköterskor;14031301;Nämndomr 1, kommunalt anställd sjuk
HSN 21 Norra;Komm och statl vårdgivare;Kommunala distriktssköterskor;14031302;Nämndomr 2, kommunalt anställd sjuk
HSN 21 Norra;Komm och statl vårdgivare;Kommunala distriktssköterskor;14031303;Nämndomr 3, kommunalt anställd sjuk
HSN 21 Norra;Komm och statl vårdgivare;Skolhälsovård;1403110301;Ljungbackens behandlingshem
HSN 21 Norra;Komm och statl vårdgivare;Skolhälsovård;14384101;Nämndomr 1, skolläkare
HSN 21 Norra;Komm och statl vårdgivare;Skolhälsovård;14384102;Nämndomr 2, skolläkare
HSN 21 Norra;Komm och statl vårdgivare;Skolhälsovård;14384103;Nämndomr 3, skolläkare
HSN 21 Norra;Komm och statl vårdgivare;Statligt anställda läkare;14031101;Nämndomr 1, statligt anställda läka
HSN 21 Norra;Komm och statl vårdgivare;Statligt anställda läkare;14031102;Nämndomr 2, statligt anställda läka
HSN 21 Norra;Komm och statl vårdgivare;Statligt anställda läkare;14031103;Nämndomr 3, statligt anställda läka
HSN 21 Norra;Komm och statl vårdgivare;Statligt anställda läkare;1403110302;Hälsan Trollhättans Stads Företagsv
HSN 21 Norra;Komm och statl vårdgivare;Ungdomsmottagning;14384201;Nämndomr 1, Ungdomsmottagning
HSN 21 Norra;Komm och statl vårdgivare;Ungdomsmottagning;14384202;Nämndomr 2, Ungdomsmottagning
HSN 21 Norra;Komm och statl vårdgivare;Ungdomsmottagning;14384203;Nämndomr 3, Ungdomsmottagning
HSN 21 Norra;Privat FHV;Privat FHV;14388201;Nämndomr 1, Privat företagshälsovår
HSN 21 Norra;Privat FHV;Privat FHV;1438820101;Sandöhälsan
HSN 21 Norra;Privat FHV;Privat FHV;1438820102;Preemraff Fhv
HSN 21 Norra;Privat FHV;Privat FHV;14388202;Nämndomr 2, Privat företagshälsovår
HSN 21 Norra;Privat FHV;Privat FHV;1438820201;Kinnekullehälsan AB
HSN 21 Norra;Privat FHV;Privat FHV;14388203;Nämndomr 3, Privat företagshälsovår
HSN 21 Norra;Privat FHV;Privat FHV;1438820301;AeroHälsan avd 1410
HSN 21 Norra;Privat FHV;Privat FHV;1438820302;Företagshälsovården Holmens Bruk
HSN 21 Norra;Privat FHV;Privat FHV;1438820303;Saab Automobile
HSN 21 Norra;Privat FHV;Privat FHV;1438820304;Uddevalla Företagshälsovård
HSN 21 Norra;Privat FHV;Privat FHV;1438820305;Lilla Edets Fhv
HSN 21 Norra;Privat FHV;Privat FHV;1438820306;Pridoc Bemanning AB/Kropps Forum
HSN 21 Norra;Privat FHV;Privat FHV;1438820307;Feelgood Företagshälsovård AB
HSN 21 Norra;Privat FHV;Privat FHV;1438820308;Feelgood Företagshälsovård AB
HSN 21 Norra;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;14033501;Nämndomr 1,Tandläkare/tandhygienist
HSN 21 Norra;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350101;Anesh Tandvård AB
HSN 21 Norra;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350102;Anna Lindh Ekström
HSN 21 Norra;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;14033502;Nämndomr 2,Tandläkare/tandhygienist
HSN 21 Norra;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350201;Dalslands Tandvård E_S Dental AB
HSN 21 Norra;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350202;Charles Mac Wange
HSN 21 Norra;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350203;Tandhälsan i Mellerud
HSN 21 Norra;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;14033503;Nämndomr 3,Tandläkare/tandhygienist
HSN 21 Norra;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350301;Arne Tjärberg
HSN 21 Norra;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350302;Monica Helldén
HSN 21 Norra;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350303;Leif Stilgård
HSN 21 Norra;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350304;Södergatans tandklinik
HSN 21 Norra;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350305;Apollonia Dentalklinik Olga
HSN 21 Norra;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350306;Apollonia Dentalklinik Dimitrios
HSN 21 Norra;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350307;Anna Kireene
HSN 21 Norra;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350308;Tandläkare Hanna Westerhäll
HSN 21 Norra;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403351006;Hans Wagner
HSN 21 Norra;Taxeläkare, allmänmed;Allmänmedicin;1414813101;Privatläkare,enl taxa,allmänmed
HSN 21 Norra;Taxeläkare, allmänmed;Allmänmedicin;1414813208;Privatläkare, enl taxa,allmänmed
HSN 21 Norra;Taxeläkare, allmänmed;Allmänmedicin;1470100;Privata vårdgivare med avtal eller
HSN 21 Norra;Taxeläkare, allmänmed;Allmänmedicin;1470101;PL Allmänmedicin avtal el taxa i n1
HSN 21 Norra;Taxeläkare, allmänmed;Allmänmedicin;1470200;Privatläkare med avtal eller taxa i
HSN 21 Norra;Taxeläkare, allmänmed;Allmänmedicin;14702003500;Stefan Zetterberg
HSN 21 Norra;Taxeläkare, allmänmed;Allmänmedicin;14702003502;Bo Jacobsson
HSN 21 Norra;Taxeläkare, allmänmed;Allmänmedicin;14702003505;Adam Ghoneim
HSN 21 Norra;Taxeläkare, allmänmed;Allmänmedicin;14702003540;René Zalesky
HSN 21 Norra;Taxeläkare, allmänmed;Allmänmedicin;1470301;PL Allmänmedicin med avtal eller ta
HSN 21 Norra;Taxeläkare, allmänmed;Allmänmedicin;14703012549;Mikael Sahlqvist
HSN 21 Norra;Taxeläkare, allmänmed;Allmänmedicin;14703013001;Hans Aagaard
HSN 21 Norra;Taxeläkare, allmänmed;Allmänmedicin;14703013503;Magnus Holmgren
HSN 21 Norra;Taxeläkare, allmänmed;Allmänmedicin;14703013504;Doktorn på Torp
HSN 21 Norra;Taxeläkare, övriga spec;Gynekologi;14701070660;Gun-Marie Velinder Klacker
HSN 21 Norra;Taxeläkare, övriga spec;Gynekologi;14701073101;Göteborgs kvinnoklinik (Orust)
HSN 21 Norra;Taxeläkare, övriga spec;Gynekologi;14701073102;Göteborgs Kvinnoklinik (Lysekil)
HSN 21 Norra;Taxeläkare, övriga spec;Gynekologi;14701073200;Fröja (Lysekil)
HSN 21 Norra;Taxeläkare, övriga spec;Invärtesmedicin;1470105;PL Invärtesmedicin med avtal eller
HSN 21 Norra;Taxeläkare, övriga spec;Kirurgi;1470106;PL Kirurgi med avtal eller taxa i n
HSN 21 Norra;Taxeläkare, övriga spec;Ortopedi;14703113506;Anker Johannessen
HSN 21 Norra;Taxeläkare, övriga spec;Ortopedi;14703113507;Nils Englund
HSN 21 Norra;Taxeläkare, övriga spec;Psykiatri;1470308;PL Psykiatri med avtal el taxa i n3
HSN 21 Norra;Taxeläkare, övriga spec;Psykiatri;14703082523;Britt Johansson
HSN 21 Norra;Taxeläkare, övriga spec;Öron- näs och hals;14703102519;Björn Hollertz
HSN 21 Norra;Taxeläkare, övriga spec;Öron- näs och hals;14703103510;Ulf Kingstam
HSN 21 Norra;Övriga privata vårdgivare;Barnmorska;14031401;Nämndomr 1, Barnmorska, privat
HSN 21 Norra;Övriga privata vårdgivare;Barnmorska;14031402;Nämndomr 2, Barnmorska, privat
HSN 21 Norra;Övriga privata vårdgivare;Barnmorska;14031403;Nämndomr 3, Barnmorska, privat
HSN 21 Norra;Övriga privata vårdgivare;Helprivata läkare;14389101;Nämndomr 1, helprivat läkare(inkoms
HSN 21 Norra;Övriga privata vårdgivare;Helprivata läkare;1438910101;Jan Gustavson
HSN 21 Norra;Övriga privata vårdgivare;Helprivata läkare;1438910102;Bengt Ström
HSN 21 Norra;Övriga privata vårdgivare;Helprivata läkare;1438910103;Kåre Odland
HSN 21 Norra;Övriga privata vårdgivare;Helprivata läkare;1438910104;Niels Fuglede
HSN 21 Norra;Övriga privata vårdgivare;Helprivata läkare;1438910105;Inger Johanne Kornberg
HSN 21 Norra;Övriga privata vårdgivare;Helprivata läkare;1438910106;Thord Svanberg
HSN 21 Norra;Övriga privata vårdgivare;Helprivata läkare;1438910107;Evidens Lysekil AB
HSN 21 Norra;Övriga privata vårdgivare;Helprivata läkare;1438910108;Monica Wall
HSN 21 Norra;Övriga privata vårdgivare;Helprivata läkare;1438910109;Anders Schönbeck
HSN 21 Norra;Övriga privata vårdgivare;Helprivata läkare;14389102;Nämndomr 2, helprivat läkare(inkoms
HSN 21 Norra;Övriga privata vårdgivare;Helprivata läkare;1438910201;Dalslands Kliniken
HSN 21 Norra;Övriga privata vårdgivare;Helprivata läkare;1438910202;Högsäters Rehabhem
HSN 21 Norra;Övriga privata vårdgivare;Helprivata läkare;14389103;Nämndomr 3, helprivat läkare(inkoms
HSN 21 Norra;Övriga privata vårdgivare;Helprivata läkare;1438910301;Alkoholrådgivningen Pilen
HSN 21 Norra;Övriga privata vårdgivare;Helprivata läkare;1438910302;Rolf Bengtsson
HSN 21 Norra;Övriga privata vårdgivare;Helprivata läkare;1438910304;Erling Hallström
HSN 21 Norra;Övriga privata vårdgivare;Helprivata läkare;1438910305;Kurt-Lennart Hansson
HSN 21 Norra;Övriga privata vårdgivare;Helprivata läkare;1438910306;Rubes ögonklinik
HSN 21 Norra;Övriga privata vårdgivare;Helprivata läkare;1438910307;Gustaf Schröder
HSN 21 Norra;Övriga privata vårdgivare;Helprivata läkare;1438910308;Håkan Stakeberg
HSN 21 Norra;Övriga privata vårdgivare;Helprivata läkare;1438910309;Hans Thörn
HSN 21 Norra;Övriga privata vårdgivare;Helprivata läkare;1438910310;Per Persson
HSN 21 Norra;Övriga privata vårdgivare;Helprivata läkare;1438910312;Elisabeth Persson
HSN 21 Norra;Övriga privata vårdgivare;Helprivata läkare;1438910313;Gryning Vård AB
HSN 21 Norra;Övriga privata vårdgivare;Helprivata läkare;1438910314;AB Hanort
HSN 21 Norra;Övriga privata vårdgivare;Helprivata läkare;1438910315;Hälsobolaget AB
HSN 21 Norra;Övriga privata vårdgivare;Helprivata läkare;1438910316;Lundbergmottagningen
HSN 21 Norra;Övriga privata vårdgivare;Helprivata läkare;1438910317;Thomas Morgardt
HSN 21 Norra;Övriga privata vårdgivare;Helprivata läkare;1438910318;Katarina Holmstrand Turesson
HSN 21 Norra;Övriga privata vårdgivare;Helprivata läkare;1438910319;Cinko AB
HSN 21 Norra;Övriga privata vårdgivare;Helprivata läkare;1438910320;Lukasstiftelsen
HSN 21 Norra;Övriga privata vårdgivare;Helprivata läkare;1438910321;Carestaff Sweden AB
HSN 21 Norra;Övriga privata vårdgivare;Helprivata läkare;1438910322;Rygg och ledkliniken
HSN 21 Norra;Övriga privata vårdgivare;Helprivata läkare;1438910323;Saeed Fagheeh-Nakhjiri
HSN 21 Norra;Övriga privata vårdgivare;Helprivata läkare;1438910324;Ögonpraktiken i Trollhättan
HSN 21 Norra;Övriga privata vårdgivare;Helprivata läkare;1438910325;Claes Arosenius/Fridaskolan
HSN 21 Norra;Övriga privata vårdgivare;Helprivata läkare;1438910326;Gynekologmottagning - FRIDA
HSN 21 Norra;Övriga privata vårdgivare;Helprivata läkare;1438910327;Memira Uddevalla Kliniken
HSN 21 Norra;Övriga privata vårdgivare;Helprivata läkare;1438910328;Thermal Classic Spa _ Hälsocenter
HSN 21 Norra;Övriga privata vårdgivare;Helprivata läkare;1438910329;E-med on demand international AB
HSN 21 Norra;Övriga privata vårdgivare;Helprivata läkare;1438910330;Nils Englund Ort.mottagning
HSN 21 Norra;Övriga privata vårdgivare;Helprivata läkare;1438910586;Medifin AB
